"Region","Hazard.Event","Quarter","Year","Duration","Fatalities","Injuries","Property.Damage","Census2021","Census2020","Census2019","Percent.over18","Percent.age.65.over","HousingUnits","Owner-OccupiedHU","MedianValue.Owner-OccupiedHU","Median.Monthly.Homeowner.Housing.Costs","Median.Rent","Building.Permits2021","LaborForce","AccoFSSales","HCSASales2017","TWSales2017","RetailSales2017","RetailSales2017PC","HH2016-2020","PersonsPHH2016-2020","MedianHHIncome","PriorYear.PCIncome","Poverty","Num.Employers","Total.Employment2020","Total.Annual.Payroll","Population.hectare","Land.hectares","GDP2020","GDP2019","Temp.HousingCost.Disaster","PropertyLevel1","PropertyLevel2","PropertyLevel3","PropertyLevel4","PropertyLevel5","PropertyLevel6","PropertyLevel7","PropertyLevel8","PropertyLevel9","PropertyLevel10","PropertyLevel11","PropertyLevel12","PropertyLevel13","Hazard.Cluster"
"1","Severe Weather",1,2004,2,0,0,30854,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",1,2004,1,0,0,32287,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",1,2004,1,0,0,147233,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",1,2004,1,0,0,248099,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",3,2004,1,0,0,2407522,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"2","Severe Weather",2,2004,1,0,0,576315,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Coastal",2,2004,1,23,0,0,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"5","Tornado",3,2004,1,0,37,28198805,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"TDH"
"3","Tornado",3,2004,1,0,36,1622927,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"TDH"
"3","Tornado",3,2004,1,0,0,5049020,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"TDH"
"2","Severe Weather",3,2004,1,0,0,156617,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Hurricane",3,2004,1,0,38,68683545,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"FH"
"3","Severe Weather",3,2004,1,0,33,4387992,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"3","Severe Weather",3,2004,1,0,0,94046,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"1","Severe Weather",2,2004,1,0,0,153685,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",2,2004,1,0,0,1934538,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Severe Weather",2,2004,1,0,0,322683,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"1","Severe Weather",3,2004,1,0,0,2158091,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Flooding",3,2004,2,0,0,261343,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"1","Flooding",3,2004,1,0,0,56691507,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"1","Severe Weather",3,2004,1,0,0,30334,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Tornado",4,2004,1,0,11,0,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"TDH"
"1","Flooding",3,2004,1,0,0,121857,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"1","Flooding",3,2004,1,0,0,286952,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"1","Severe Weather",3,2004,1,0,0,76921,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",3,2004,2,0,0,77262,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",3,2004,2,0,0,85172,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",3,2004,1,0,0,76715,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",2,2005,1,0,0,75201,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",2,2005,1,0,0,87051,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",2,2005,1,0,0,381716,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",2,2005,1,0,0,19581658,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Coastal",2,2005,1,24,0,0,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"3","Severe Weather",2,2005,1,0,0,11421809,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"1","Severe Weather",2,2005,1,0,0,14288,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Flooding",3,2005,1,0,0,4574887,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"2","Coastal",3,2005,1,24,0,0,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"2","Severe Weather",4,2005,3,0,0,7582011,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"3","Severe Weather",3,2005,1,0,0,4921570,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"1","Severe Weather",4,2005,1,0,0,1486600,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",4,2005,1,0,0,5093723,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Tornado",1,2006,1,0,0,86821,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"TDH"
"2","Coastal",2,2006,1,12,0,0,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Coastal"
"2","Severe Weather",2,2006,1,0,0,660394,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Severe Weather",2,2006,1,0,0,15205,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",2,2006,1,0,0,86559,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"5","Severe Weather",2,2006,1,0,117,0,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"4","Severe Weather",3,2006,1,0,0,673036,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",2,2006,1,0,0,25342592,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"1","Severe Weather",3,2006,1,11,0,0,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",3,2006,1,0,0,16753,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",3,2006,1,0,0,431967,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Severe Weather",3,2006,1,0,0,151957,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Severe Weather",3,2006,1,0,0,76113,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"5","Severe Weather",4,2006,1,0,0,76882,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",2,2007,1,0,0,45006,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"3","Flooding",2,2007,2,0,0,849667,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"FH"
"5","Severe Weather",2,2007,1,0,0,731094,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",3,2007,1,0,0,79077,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"5","Severe Weather",3,2007,1,0,0,77738,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"5","Tornado",2,2007,1,11,55,0,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"TDH"
"3","Drought/Heat",3,2007,1,13,0,0,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"TDH"
"4","Tornado",2,2007,1,0,0,14645,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"TDH"
"2","Severe Weather",2,2007,1,0,0,148057,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"2","Tornado",3,2007,1,0,0,8422,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"TDH"
"1","Severe Weather",2,2007,1,0,0,7606582,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
