Region,Hazard Event,Quarter,Year,Duration,Fatalities,Injuries,Property Damage
1,Winter Weather,1,1987,1,0,0,4268
1,Wind,1,1987,1,0,0,11229
2,Flooding,1,1987,1,0,0,8367
2,Flooding,1,1987,1,0,0,7878
3,Flooding,1,1987,1,0,0,8129
1,Winter Weather,1,1985,1,0,0,1787
1,Winter Weather,1,1985,1,0,0,401
1,Winter Weather,1,1985,1,0,0,4265
2,Wind,1,1987,1,0,0,77857
1,Winter Weather,1,1987,1,0,0,45274
6,Drought,2,1986,30,0,0,16932
1,Drought,2,1986,30,0,0,17733
2,Drought,2,1986,30,0,0,18633
4,Drought,2,1986,30,0,0,18687
3,Drought,2,1986,30,0,0,17226
5,Drought,2,1986,30,0,0,17833
6,Drought,3,1986,31,0,0,1618616
1,Drought,3,1986,31,0,0,1709592
2,Drought,3,1986,31,0,0,1854327
4,Drought,3,1986,31,0,0,1566236
3,Drought,3,1986,31,0,0,1885686
5,Drought,3,1986,31,0,0,1689260
1,Winter Weather,2,1987,1,0,0,28300
5,Hail,2,1987,1,0,0,851
3,Hail,2,1987,1,0,0,7650
2,Flooding,2,1987,1,0,0,84308
3,Hail,2,1987,1,0,0,750
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7372
1,Hail,2,1987,1,0,0,73664
4,Hail,2,1987,1,0,0,7939
1,Hail,2,1987,1,0,0,72332
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7268
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7745
3,Lightning,2,1987,1,0,11,7394
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,7437
4,Hail,2,1987,1,0,0,799
4,Hail,2,1987,1,0,0,761
3,Lightning,2,1987,1,0,0,8179
2,Lightning,2,1987,1,0,0,85172
2,Lightning,2,1987,1,0,0,74472
2,Severe Storm/Thunder Storm,2,1987,1,0,0,7882
1,Hail,2,1987,1,0,0,77341
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,83207
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,778
1,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,8486
1,Hail,2,1987,1,0,0,8045
3,Severe Storm/Thunder Storm/ Wind,2,1987,1,0,0,76699
1,Winter Weather,1,1980,1,0,0,14281
2,Hail/ Severe Storm/Thunder Storm/ Wind,2,1980,1,0,0,74559
3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7465
2,Lightning,3,1987,1,0,0,7801
2,Lightning,3,1987,1,0,0,7185
1,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,778
5,Lightning,3,1987,1,0,0,808
5,Lightning,3,1987,1,0,0,81550
4,Hail,3,1987,1,0,0,7232
4,Lightning,3,1987,1,0,12,0
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,85275
2,Lightning,3,1987,1,0,0,82913
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,76533
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7949
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,85680
5,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8374
3,Lightning,3,1987,1,0,0,8710
3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8489
3,Hail,3,1987,1,0,0,8217
3,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7434
1,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,865
6,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,73608
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,0
2,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,8068
4,Hail,3,1987,1,0,0,850
5,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,0,7705
3,Hail,3,1987,1,0,0,790
4,Hail,3,1987,1,0,0,7664
2,Hurricane/Tropical Storm,4,1987,2,0,0,77
6,Winter Weather,4,1987,31,0,0,0
1,Winter Weather,4,1987,31,0,0,0
2,Winter Weather,4,1987,31,0,0,0
4,Winter Weather,4,1987,31,0,0,0
3,Winter Weather,4,1987,31,0,0,0
5,Winter Weather,4,1987,31,0,0,0
6,Hail,4,1987,1,0,0,8095
4,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,2,1981,1,0,0,1098
4,Tornado,2,1981,1,0,0,7463
3,Tornado,2,1981,1,0,0,7895
2,Severe Storm/Thunder Storm,2,1981,1,0,0,7593
1,Severe Storm/Thunder Storm,2,1981,1,0,0,4273
4,Lightning,2,1981,1,0,0,8233
2,Wind,2,1980,1,0,0,77532
1,Flooding/ Severe Storm/Thunder Storm,1,1985,1,0,0,8114
1,Winter Weather,1,1985,1,0,0,14424
2,Hail,1,1985,1,0,0,731
3,Flooding,3,1981,1,0,0,25339
5,Flooding,3,1981,1,0,0,25799
3,Lightning/ Severe Storm/Thunder Storm,3,1981,1,0,0,41470
4,Tornado,3,1981,1,0,0,84530
4,Lightning,3,1982,1,0,23,7657
4,Lightning,3,1982,1,0,0,85093
2,Severe Storm/Thunder Storm,3,1981,1,0,0,73680
1,Winter Weather,4,1981,1,0,0,12703
2,Winter Weather,1,1988,1,0,0,2668
4,Winter Weather,1,1988,1,0,0,3065
3,Winter Weather,1,1988,1,0,0,3089
5,Winter Weather,1,1988,1,0,0,2604
5,Lightning/ Wind,3,1982,1,0,0,7617
6,Wind,1,1988,1,0,0,158
1,Wind,1,1988,1,0,0,180
2,Wind,1,1988,1,0,0,157
4,Wind,1,1988,1,0,0,151
3,Wind,1,1988,1,0,0,162
5,Wind,1,1988,1,0,0,159
1,Winter Weather,4,1982,1,0,0,1230
6,Winter Weather,1,1988,4,0,0,1762
1,Winter Weather,1,1988,4,0,0,1596
2,Winter Weather,1,1988,4,0,0,1650
4,Winter Weather,1,1988,4,0,0,1782
3,Winter Weather,1,1988,4,0,0,1811
5,Winter Weather,1,1988,4,0,0,1810
3,Hail,2,1988,1,0,0,7599
6,Hail,2,1988,1,0,0,26
4,Hail,2,1988,1,0,0,24
3,Hail,2,1988,1,0,0,24
5,Hail,2,1988,1,0,0,23
6,Hail,2,1988,1,0,0,46
4,Hail,2,1988,1,0,0,43
3,Hail,2,1988,1,0,0,51
2,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8061
6,Winter Weather,2,1988,1,0,0,0
1,Winter Weather,2,1988,1,0,0,0
3,Lightning,2,1988,1,0,0,85101
2,Lightning,2,1988,1,0,0,7319
2,Flooding,4,1985,1,0,0,74282
3,Hail,2,1988,1,0,0,795
1,Hail,2,1988,1,0,0,751
2,Lightning,2,1988,1,0,0,817
3,Hail,2,1988,1,0,0,784
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8707
4,Hail,2,1988,1,0,0,7932
3,Lightning,2,1988,1,0,0,82398
2,Lightning,2,1988,1,0,0,83960
2,Lightning,2,1988,1,0,0,7215
5,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,809
3,Hail,2,1988,1,0,0,733
3,Hail,2,1988,1,0,0,733
3,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,864
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8199
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8056
1,Lightning,2,1988,1,0,0,808
5,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,857
1,Lightning,2,1988,1,0,0,767
3,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,8676
3,Hail,2,1988,1,0,0,868
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,77437
4,Severe Storm/Thunder Storm/ Wind,2,1988,1,0,0,78388
2,Lightning,2,1988,1,0,0,81582
5,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,7699
3,Lightning,3,1988,1,0,13,0
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,862
2,Lightning,3,1988,1,0,13,0
2,Flooding,3,1988,1,0,0,766
2,Flooding,3,1988,1,0,0,77595
2,Severe Storm/Thunder Storm/ Wind,4,1988,1,0,0,746
2,Severe Storm/Thunder Storm/ Wind,4,1988,1,0,0,8385
6,Wind,4,1988,1,0,0,2379
1,Wind,4,1988,1,0,0,2475
2,Wind,4,1988,1,0,0,2423
5,Wind,4,1988,1,0,0,2439
1,Wind,4,1988,1,0,0,738
1,Wind,2,1985,1,0,0,72673
1,Flooding/ Hail/ Wind,2,1985,1,0,0,76977
5,Lightning,3,1985,1,0,0,87178
4,Hail,3,1985,1,0,0,788
1,Wind,3,1985,1,0,0,72839
3,Wind,3,1985,1,0,0,0
5,Flooding,3,1985,1,0,0,7454
4,Severe Storm/Thunder Storm/ Wind,3,1987,1,0,73,81201
2,Hail/ Tornado,2,1985,1,0,0,858623
4,Hail,2,1985,1,0,0,4160
3,Hail,2,1985,1,0,0,3762
5,Hail,2,1985,1,0,0,3944
5,Hail/ Wind,2,1985,1,0,0,10832
4,Severe Storm/Thunder Storm/ Wind,2,1985,1,0,0,82160
4,Wind,3,1985,1,0,0,730
3,Lightning,3,1985,1,0,0,72602
1,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,85386
1,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,8636
3,Wind,1,1990,1,0,0,3967
1,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,0,7434
2,Lightning,3,1985,1,0,0,74639
5,Lightning,3,1985,1,0,0,74773
1,Severe Storm/Thunder Storm/ Wind,3,1988,1,0,0,7572
6,Flooding,1,1993,31,0,0,173984
1,Flooding,1,1993,31,0,0,186338
2,Flooding,1,1993,31,0,0,177292
4,Flooding,1,1993,31,0,0,176379
3,Flooding,1,1993,31,0,0,169625
5,Flooding,1,1993,31,0,0,181755
4,Hail/ Severe Storm/Thunder Storm/ Wind,1,1993,1,0,0,7708
2,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,0,75812
4,Lightning,2,1990,1,0,0,451544
2,Flooding,1,1993,2,0,0,84998
1,Hail/ Severe Storm/Thunder Storm/ Wind,1,1993,1,0,0,762
1,Winter Weather,1,1993,2,0,0,8990
2,Heat,2,1990,1,0,5,0
5,Heat,2,1990,1,0,5,0
4,Severe Storm/Thunder Storm/ Wind,2,1990,1,0,22,7333
4,Lightning,2,1990,1,0,0,7421
6,Severe Storm/Thunder Storm/ Wind,1,1990,1,0,0,4095493
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,7403
1,Lightning,3,1990,1,0,13,8691
1,Severe Storm/Thunder Storm/ Wind,1,1992,1,0,0,8021
5,Severe Storm/Thunder Storm/ Wind,1,1992,1,0,12,84641
1,Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,8672
2,Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,74773
2,Lightning,3,1990,1,0,0,144300
5,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,80100
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1990,1,0,0,79172
6,Winter Weather,2,1992,1,0,0,0
1,Winter Weather,4,1990,2,0,0,944
4,Lightning,2,1992,1,12,0,0
1,Severe Storm/Thunder Storm/ Wind,1,1994,1,0,0,83722
3,Severe Storm/Thunder Storm/ Wind,1,1991,1,0,0,74575
2,Wind,1,1991,1,0,0,7513
1,Tornado,1,1994,1,0,0,7904
2,Hail,1,1994,1,0,0,7174
6,Winter Weather,2,1992,1,0,0,0
2,Wind,1,1993,1,0,0,74393
1,Wind,1,1993,1,0,0,897812
6,Winter Weather,1,1993,1,0,0,541395
1,Winter Weather,1,1993,1,0,0,587592
5,Wind/ Winter Weather,1,1993,1,0,0,742983
4,Wind/ Winter Weather,1,1993,1,0,0,1070201
3,Wind/ Winter Weather,1,1993,1,0,0,1019574
2,Wind/ Winter Weather,1,1993,1,0,3,130098949
1,Lightning,1,1993,1,0,0,8688
6,Wind,1,1993,1,0,0,5640
4,Wind,1,1993,1,0,0,5433
3,Wind,1,1993,1,0,0,4976
1,Severe Storm/Thunder Storm,1,1993,1,0,0,75582
1,Severe Storm/Thunder Storm/ Wind,2,1991,1,0,0,722
6,Lightning,2,1991,1,0,0,444482
1,Tornado,1,1994,1,0,0,4041
3,Flooding,2,1991,1,0,0,5905504
1,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1991,1,0,0,75732
3,Lightning,2,1991,1,0,0,70707
1,Flooding,2,1991,1,0,0,86147
1,Flooding/ Lightning,2,1991,1,0,0,79981
3,Flooding,4,1994,1,0,0,16630
4,Lightning,3,1991,1,0,0,31228
5,Lightning,3,1991,1,0,0,293553
5,Tornado,2,1993,1,0,0,8007
1,Severe Storm/Thunder Storm,2,1993,1,0,0,76359
4,Severe Storm/Thunder Storm,2,1991,1,0,0,77064
1,Lightning/ Severe Storm/Thunder Storm/ Wind,2,1991,1,0,0,79347
1,Flooding,2,1991,1,0,0,7277
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,802
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,79862
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,0,742
1,Lightning/ Severe Storm/Thunder Storm/ Wind,3,1993,1,0,11,7786
2,Lightning,3,1991,1,0,0,324997
2,Flooding,3,1991,1,0,0,75725
1,Lightning,2,1994,1,10,0,0
5,Lightning,3,1991,1,0,0,17326
1,Severe Storm/Thunder Storm,3,1992,1,0,0,766
2,Hail/ Lightning/ Severe Storm/Thunder Storm/ Wind,3,1992,1,0,0,75415
2,Flooding,2,1993,1,0,0,2831951
6,Flooding,4,1990,1,0,0,841582
4,Severe Storm/Thunder Storm,4,1990,1,0,0,739495
6,Flooding,4,1990,21,0,0,4339585
4,Flooding,4,1990,21,0,0,4679357
5,Flooding,4,1990,21,0,0,4305779
1,Severe Storm/Thunder Storm,3,1992,1,0,0,8363
1,Severe Storm/Thunder Storm,3,1992,1,0,0,73236
1,Severe Storm/Thunder Storm,3,1992,1,0,0,84277
2,Lightning,3,1993,1,0,0,7523
3,Severe Storm/Thunder Storm/ Wind,2,1994,1,0,0,3952
6,Drought/ Heat,3,1993,31,0,0,0
1,Drought/ Heat,3,1993,31,0,0,0
2,Drought/ Heat,3,1993,31,0,0,0
4,Drought/ Heat,3,1993,31,0,0,0
3,Drought/ Heat,3,1993,31,0,0,0
5,Drought/ Heat,3,1993,31,0,0,0
1,Severe Storm/Thunder Storm,2,1994,1,0,0,76097
2,Severe Storm/Thunder Storm,2,1994,1,0,0,78839
1,Severe Storm/Thunder Storm,2,1994,1,0,0,72855
1,Severe Storm/Thunder Storm,2,1994,1,0,0,7253
1,Lightning,3,1994,1,0,11,0
4,Lightning,3,1994,1,0,0,74987
4,Tornado,3,1994,1,0,0,835875
5,Severe Storm/Thunder Storm,3,1994,1,0,0,810592
2,Severe Storm/Thunder Storm,3,1994,1,0,0,1192347
4,Severe Storm/Thunder Storm,3,1994,1,0,0,83809
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1994,1,0,0,85458
1,Hail/ Wind,3,1994,1,0,0,8014
5,Severe Storm/Thunder Storm,1,1995,1,0,0,1589638
2,Severe Storm/Thunder Storm,1,1995,1,0,0,83785
1,Severe Storm/Thunder Storm,1,1995,1,0,0,33891
1,Severe Storm/Thunder Storm,1,1995,1,0,0,16015
1,Heat,3,1995,1,12,0,0
1,Flooding,3,1995,1,0,0,33346267
1,Severe Storm/Thunder Storm,2,1995,1,0,0,758280
2,Severe Storm/Thunder Storm,2,1995,1,0,0,76890
2,Lightning,2,1995,1,0,10,0
1,Severe Storm/Thunder Storm/ Wind,1,1996,1,12,36,1618489
1,Severe Storm/Thunder Storm/ Wind,1,1996,1,0,0,851886
2,Hurricane/Tropical Storm,3,1996,1,0,0,12367096
4,Tornado,3,1994,1,0,0,82398
1,Hail/ Severe Storm/Thunder Storm/ Wind,3,1994,1,0,0,86607
3,Severe Storm/Thunder Storm,3,1994,1,0,0,74242
2,Lightning,2,2010,1,0,0,216831
4,Severe Storm/Thunder Storm/ Wind,3,2010,1,0,0,60884
6,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,69691
3,Flooding,2,2013,1,0,0,16097
3,Flooding,3,2013,1,0,0,29237
2,Severe Storm/Thunder Storm - Wind,4,2013,1,0,0,102797
2,Severe Storm/Thunder Storm - Wind,4,2013,1,0,0,16578
2,Wind,1,2013,1,0,0,16923
2,Wildfire,1,2013,1,0,0,177745305
3,Flooding,2,2013,3,0,0,44712
4,Flooding,2,2013,1,0,0,14791
4,Flooding,2,2013,1,0,0,33523
3,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,7750
5,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,57536
4,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,29766
5,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,98906
6,Severe Storm/Thunder Storm - Wind,2,2013,1,0,0,52069
4,Flooding,3,2013,1,0,0,138812
4,Tornado,2,2013,1,0,0,4881972
3,Severe Storm/Thunder Storm,3,2013,1,0,0,33644
3,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,13384699
2,Tornado,2,2013,1,0,0,224773
2,Tornado,2,2013,1,0,0,581895
1,Flooding,2,2013,1,0,0,429192
2,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,29037
2,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,14472
2,Severe Storm/Thunder Storm - Wind,3,2013,1,0,0,36675
2,Coastal,3,2013,1,12,0,0
2,Coastal,3,2013,1,22,0,0
1,Winter Weather,1,1996,1,0,0,122945
1,Winter Weather,1,1996,1,0,0,106675
1,Wind,1,1996,1,0,0,26124
1,Hail,2,1993,1,0,0,7699
1,Lightning,3,1994,1,0,11,0
3,Lightning,3,1994,1,0,0,75035
1,Hail/ Lightning,3,1994,1,0,12,0
5,Flooding,3,1994,1,0,0,72300
1,Flooding,3,1994,1,0,0,81122
1,Winter Weather,1,1994,1,0,0,410189
2,Hurricane/Tropical Storm,4,1985,1,0,0,72094
6,Winter Weather,4,1985,1,0,0,1620
1,Winter Weather,4,1985,1,0,0,1764
2,Winter Weather,4,1985,1,0,0,1806
4,Winter Weather,4,1985,1,0,0,1783
3,Winter Weather,4,1985,1,0,0,1869
5,Winter Weather,4,1985,1,0,0,1649
1,Winter Weather,1,1996,1,0,0,0
1,Winter Weather,4,1992,1,0,0,98566
6,Winter Weather,4,1992,2,0,0,279020
1,Winter Weather,4,1992,2,0,0,271547
5,Winter Weather,4,1992,2,0,0,301467
2,Hurricane/Tropical Storm,3,1998,1,0,0,55436663
6,Winter Weather,1,1990,1,0,0,0
1,Winter Weather,1,1990,1,0,0,0
2,Winter Weather,1,1990,1,0,0,0
4,Winter Weather,1,1990,1,0,0,0
3,Winter Weather,1,1990,1,0,0,0
5,Winter Weather,1,1990,1,0,0,0
1,Winter Weather,1,1989,1,0,0,1036813
6,Winter Weather,4,1989,4,0,0,241013
1,Winter Weather,4,1989,4,21,0,199138
4,Winter Weather,4,1989,4,0,0,227407
3,Winter Weather,4,1989,4,0,0,201736
5,Winter Weather,4,1989,4,0,0,213977
2,Winter Weather,4,1989,5,13,0,8641717
2,Severe Storm/Thunder Storm/ Wind,2,1995,1,0,0,8566
2,Severe Storm/Thunder Storm,2,1995,1,0,0,84903
2,Severe Storm/Thunder Storm,2,1995,1,0,0,71381
4,Severe Storm/Thunder Storm,2,1995,1,0,0,307053
3,Hail,2,1995,1,0,0,147804
5,Severe Storm/Thunder Storm,2,1995,1,0,0,149024
6,Hurricane/Tropical Storm,3,1995,6,0,0,3486739
1,Hurricane/Tropical Storm,3,1995,6,0,0,3163153
2,Hurricane/Tropical Storm,3,1995,6,0,0,3423676
4,Hurricane/Tropical Storm,3,1995,6,0,0,3392317
3,Hurricane/Tropical Storm,3,1995,6,0,0,3771040
5,Hurricane/Tropical Storm,3,1995,6,0,0,3748296
6,Winter Weather,1,1986,2,0,0,16293
1,Winter Weather,1,1986,2,0,0,18714
2,Winter Weather,1,1986,2,0,0,18163
4,Winter Weather,1,1986,2,0,0,17898
3,Winter Weather,1,1986,2,0,0,18743
5,Winter Weather,1,1986,2,0,0,18628
1,Winter Weather,1,1986,1,0,0,101
6,Winter Weather,1,1986,2,0,0,0
1,Winter Weather,1,1986,2,0,0,0
2,Winter Weather,1,1986,2,0,0,0
4,Winter Weather,1,1986,2,0,0,0
3,Winter Weather,1,1986,2,0,0,0
5,Winter Weather,1,1986,2,0,0,0
6,Winter Weather,2,1986,2,0,0,0
1,Winter Weather,2,1986,2,0,0,0
2,Winter Weather,2,1986,2,0,0,0
4,Winter Weather,2,1986,2,0,0,0
3,Winter Weather,2,1986,2,0,0,0
5,Winter Weather,2,1986,2,0,0,0
6,Drought,2,1986,31,0,0,0
1,Drought,2,1986,31,0,0,0
2,Drought,2,1986,31,0,0,0
4,Drought,2,1986,31,0,0,0
3,Drought,2,1986,31,0,0,0
5,Drought,2,1986,31,0,0,0
1,Winter Weather,1,1987,1,0,0,103652
6,Winter Weather,1,1987,1,0,0,38808
5,Winter Weather,1,1987,1,0,0,38369
2,Flooding,1,1987,1,0,0,73149054
6,Winter Weather,2,1987,1,0,0,0
1,Winter Weather,2,1987,1,0,0,0
2,Winter Weather,2,1987,1,0,0,0
4,Winter Weather,2,1987,1,0,0,0
3,Winter Weather,2,1987,1,0,0,0
5,Winter Weather,2,1987,1,0,0,0
2,Winter Weather,1,1988,1,0,0,87098
2,Hurricane/Tropical Storm,3,1987,4,0,0,0
4,Hurricane/Tropical Storm,3,1987,4,0,0,0
3,Hurricane/Tropical Storm,3,1987,4,0,0,0
5,Hurricane/Tropical Storm,3,1987,4,0,0,0
6,Wind,1,1989,1,0,0,15890
1,Wind,1,1989,1,0,0,17900
2,Wind,1,1989,1,0,0,18699
4,Wind,1,1989,1,0,0,16930
3,Wind,1,1989,1,0,0,16255
5,Wind,1,1989,1,0,0,17967
1,Winter Weather,1,1989,3,0,0,900784
6,Winter Weather,1,1989,1,0,0,15665
1,Winter Weather,1,1989,1,0,0,15756
2,Winter Weather,1,1989,1,0,0,17213
4,Winter Weather,1,1989,1,0,0,18616
3,Winter Weather,1,1989,1,0,0,17182
5,Winter Weather,1,1989,1,0,0,16104
2,Hurricane/Tropical Storm,3,1988,1,0,0,23282
4,Hurricane/Tropical Storm,3,1988,1,0,0,24052
3,Hurricane/Tropical Storm,3,1988,1,0,0,22141
5,Hurricane/Tropical Storm,3,1988,1,0,0,25661
6,Drought,3,1988,31,0,0,12
1,Drought,3,1988,31,0,0,12
4,Drought,3,1988,31,0,0,11
3,Drought,3,1988,31,0,0,12
2,Winter Weather,1,1989,1,0,0,0
2,Coastal,1,1989,1,0,0,86813
2,Winter Weather,1,1989,1,0,0,771
2,Wind,2,2016,1,0,0,47684
1,Winter Weather,4,1996,1,25,0,0
3,Flooding,3,2013,1,0,0,34306
5,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,205632
3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,52126
4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,14621
4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,33216
3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,33764
3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,121210
3,Flooding,3,2013,1,0,0,31535
4,Flooding,3,2013,1,0,0,30898
4,Flooding,3,2013,1,0,0,34078
3,Flooding,3,2013,1,0,0,296977
3,Flooding,3,2013,1,0,0,33580
6,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,30813
3,Flooding,3,2013,1,0,0,31101
3,Flooding,3,2013,1,0,0,184954
4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,46452
3,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,32160
5,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,44816
1,Tornado,2,2013,1,0,0,83817
2,Hurricane/Tropical Storm,2,2013,1,11,0,0
2,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,14493
6,Flooding,2,2013,2,0,0,197357
6,Flooding,2,2013,1,0,0,67890
2,Coastal,3,2013,1,12,0,0
4,Hail,2,2013,1,0,0,117710
2,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,16422
3,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,33498
3,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,28850
5,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,66603
2,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,17407
4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,14661
5,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,62976
4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,43080
3,Flooding,3,2013,1,0,0,377746
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,114628
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,49429
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,49976
6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,149056
6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,116036
6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,46571
6,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,45572
5,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,121806
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,168411
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,173943
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,128984
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,150514
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,148739
3,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,167650
5,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,164131
3,Flooding,2,2013,7,0,0,16687
5,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,67529
3,Flooding,2,2013,1,0,0,32816
3,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,67085
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,78316
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,57771
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,8310
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,115034
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,61074
5,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,93723
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,50618
1,Flooding,3,2013,1,0,0,8238284
2,Lightning,3,2013,1,0,0,303121
4,Severe Storm/Thunder Storm/ Wind,3,2013,1,0,0,44859
2,Severe Storm/Thunder Storm/ Wind,1,2013,1,0,0,47998
5,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,170868
4,Severe Storm/Thunder Storm/ Wind,2,2013,1,0,0,6480361
3,Tornado,1,2012,1,0,0,501810
6,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,29094
3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,200191
3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,69083
3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,34294
3,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,51517
4,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,62057
5,Tornado,1,2012,1,0,0,152559
4,Severe Storm/Thunder Storm/ Wind,1,2012,1,0,0,43718
2,Hail,1,2012,1,0,0,4240
2,Hail,2,2012,1,0,0,50490
4,Severe Storm/Thunder Storm/ Wind,3,2012,1,0,0,57752
